text_part,text_content
text_content,"That was the old Reverend Mother of the Bene Gesserit, Gaius Helen Mohiam, their hostess here on Wallach IX. She was a black-robed stick figure, a witch crone seated in a floater chair at Scytale’s left. Her aba hood had been thrown back to expose a leathery face beneath silver hair. Deeply pocketed eyes stared out of skull-mask features. "
text_content,"They were using a ‘mirabhasa’ language, honed phalange consonants and jointed vowels. It was an instrument for conveying fine emotional subtleties. Edric, the Guild Steersman, replied to the Reverend Mother now with a vocal curtsy contained in a sneer—a lovely touch of disdainful politeness. "
text_content,"Scytale looked at the Guild envoy. Edric swam in a container of orange gas only a few paces away. His container sat in the center of the transparent dome which the Bene Gesserit had built for this meeting. The Guildsman was an elongated figure, vaguely humanoid with finned feet and hugely fanned membranous hands—a fish in a strange sea. His tank’s vents emitted a pale orange cloud rich with the smell of the geriatric spice, melange. "
text_content,"“If we go on this way, we’ll die of stupidity!” "
text_content,"That was the fourth person present—the ‘potential’ member of the conspiracy—Princess Irulan, wife (‘but not mate’, Scytale reminded himself) of their mutual foe. She stood at a corner of Edric’s tank, a tall blond beauty, splendid in a robe of blue whale fur and matching hat. Gold buttons glittered at her ears. She carried herself with an aristocrat’s hauteur, but something in the absorbed smoothness of her features betrayed the controls of her Bene Gesserit background. "
text_content,Scytale’s mind turned from nuances of language and faces to nuances of location. All around the dome lay hills mangy with melting snow which reflected mottled wet blueness from the small blue-white sun hanging at the meridian. 
text_content,‘Why this particular place?’ Scytale wondered. The Bene Gesserit seldom did anything casually. Take the dome’s open plan: a more conventional and confining space might’ve inflicted the Guildsman with claustrophobic nervousness. Inhibitions in his psyche were those of birth and life off-planet in open space. 
text_content,"To have built this place especially for Edric, though—what a sharp finger that pointed at his weakness. "
text_content,"What here, Scytale wondered, was aimed at me? "
text_content,"“Have you nothing to say for yourself, Scytale?” the Reverend Mother demanded. "
text_content,“You wish to draw me into this fools’ fight?” Scytale asked. “Very well. We’re dealing with a potential messiah. You don’t launch a frontal attack upon such a one. Martyrdom would defeat us.” 
text_content,They all stared at him. 
text_content,"“You think that’s the only danger?” the Reverend Mother demanded, voice wheezing. "
text_content,"Scytale shrugged. He had chosen a bland, round-faced appearance for this meeting, jolly features and vapid full lips, the body of a bloated dumpling. It occurred to him now, as he studied his fellow conspirators, that he had made an ideal choice—out of instinct perhaps. He alone in this group could manipulate fleshly appearance across a wide spectrum of bodily shapes and features. He was the human chameleon, a Face Dancer, and the shape he wore now invited others to judge him too lightly. "
text_content,“Well?” the Reverend Mother pressed. 
text_content,"“I was enjoying the silence,” Scytale said. “Our hostilities are better left unvoiced.” "
text_content,"The Reverend Mother drew back, and Scytale saw her reassessing him. They were all products of profound prana-bindu training, capable of muscle and nerve control that few humans ever achieved. But Scytale, a Face Dancer, had muscles and nerve linkages the others didn’t even possess plus a special quality of ‘sympatico’, a mimic’s insight with which he could put on the psyche of another as well as the other’s appearance. "
text_content,"Scytale gave her enough time to complete the reassessment, said: “Poison!” He uttered the word with the atonals which said he alone understood its secret meaning. "
text_content,"The Guildsman stirred and his voice rolled from the glittering speaker globe which orbited a corner of his tank above Irulan. “We’re discussing ‘psychic’ poison, not a physical one.” "
text_content,Scytale laughed. Mirabhasa laughter could flay an opponent and he held nothing back now. 
text_content,"Irulan smiled in appreciation, but the corners of the Reverend Mother’s eyes revealed a faint hint of anger. "
text_content,“Stop that!” Mohiam rasped. 
text_content,"Scytale stopped, but he had their attention now, Edric in a silent rage, the Reverend Mother alert in her anger, Irulan amused but puzzled. "
text_content,"“Our friend Edric suggests,” Scytale said, “that a pair of Bene Gesserit witches trained in all their subtle ways have not learned the true uses of deception.” "
text_content,"Mohiam turned to stare out at the cold hills of her Bene Gesserit homeworld. She was beginning to see the vital thing here, Scytale realized. That was good. Irulan, though, was another matter. "
text_content,"“Are you one of us or not, Scytale?” Edric asked. He stared out of tiny rodent eyes. "
text_content,"“My allegiance is not the issue,” Scytale said. He kept his attention on Irulan. “You are wondering, Princess, if this was why you came all those parsecs, risked so much?” "
text_content,She nodded agreement. 
text_content,“Was it to bandy platitudes with a humanoid fish or dispute with a fat Tleilaxu Face Dancer?” Scytale asked. 
text_content,"She stepped away from Edric’s tank, shaking her head in annoyance at the thick odor of melange. "
text_content,"Edric took this moment to pop a melange pill into his mouth. He ate the spice and breathed it and, no doubt, drank it, Scytale noted. Understandable, because the spice heightened a Steersman’s prescience, gave him the power to guide a Guild heighliner across space at translight speeds. With spice awareness he found that line of the ship’s future which avoided peril. Edric smelled another kind of peril now, but his crutch of prescience might not find it. "
text_content,"“I think it was a mistake for me to come here,” Irulan said. "
text_content,"The Reverend Mother turned, opened her eyes, closed them, a curiously reptilian gesture. "
text_content,"Scytale shifted his gaze from Irulan to the tank, inviting the Princess to share his viewpoint. She would, Scytale knew, see Edric as a repellent figure: the bold stare, those monstrous feet and hands moving softly in the gas, the smoky swirling of orange eddies around him. She would wonder about his sex habits, thinking how odd it would be to mate with such a one. Even the field-force generator which recreated for Edric the weightlessness of space would set him apart from her now. "
text_content,"“Princess,” Scytale said, “because of Edric here, your husband’s oracular sight cannot stumble upon certain incidents, including this one … presumably.” "
text_content,"“Presumably,” Irulan said. "
text_content,"Eyes closed, the Reverend Mother nodded. “The phenomenon of prescience is poorly understood even by its initiates,” she said. "
text_content,"“I am a full Guild Navigator and have the Power,” Edric said. "
text_content,"Again, the Reverend Mother opened her eyes. This time, she stared at the Face Dancer, eyes probing with that peculiar Bene Gesserit intensity. She was weighing minutiae. "
text_content,"“No, Reverend Mother,” Scytale murmured, “I am not as simple as I appeared.” "
text_content,"“We don’t understand this Power of second sight,” Irulan said. “There’s a point. Edric says my husband cannot see, know or predict what happens within the sphere of a Navigator’s influence. But how far does that influence extend?” "
text_content,"“There are people and things in our universe which I know only by their effects,” Edric said, his fish mouth held in a thin line. “I know they have been here … there … somewhere. As water creatures stir up the currents in their passage, so the prescient stir up Time. I have seen where your husband has been; never have I seen him nor the people who truly share his aims and loyalties. This is the concealment which an adept gives to those who are his.” "
text_content,"“Irulan is not yours,” Scytale said. And he looked sideways at the Princess. "
text_content,"“We all know why the conspiracy must be conducted only in my presence,” Edric said. "
text_content,"Using the voice mode for describing a machine, Irulan said: “You have your uses, apparently.” "
text_content,"‘She sees him now for what he is’, Scytale thought. ‘Good!’ "
text_content,"“The future is a thing to be shaped,” Scytale said. “Hold that thought, Princess.” "
text_content,Irulan glanced at the Face Dancer. 
text_content,"“People who share Paul’s aims and loyalties,” she said. “Certain of his Fremen legionaries, then, wear his cloak. I have seen him prophesy for them, heard their cries of adulation for their Mahdi, their Muad’Dib.” "
text_content,"‘It has occurred to her’, Scytale thought, ‘that she is on trial here, that a judgment remains to be made which could preserve her or destroy her. She sees the trap we set for her’. "
text_content,"Momentarily, Scytale’s gaze locked with that of the Reverend Mother and he experienced the odd realization that they had shared this thought about Irulan. The Bene Gesserit, of course, had briefed their Princess, primed her with the ‘lie adroit’. But the moment always came when a Bene Gesserit must trust her own training and instincts. "
text_content,"“Princess, I know what it is you most desire from the Emperor,” Edric said. "
text_content,“Who does not know it?” Irulan asked. 
text_content,"“You wish to be the founding mother of the royal dynasty,” Edric said, as though he had not heard her. “Unless you join us, that will never happen. Take my oracular word on it. The Emperor married you for political reasons, but you’ll never share his bed.” "
text_content,"“So the oracle is also a voyeur,” Irulan sneered. "
text_content,“The Emperor is more firmly wedded to his Fremen concubine than he is to you!” Edric snapped. 
text_content,"“And she gives him no heir,” Irulan said. "
text_content,"“Reason is the first victim of strong emotion,” Scytale murmured. He sensed the outpouring of Irulan’s anger, saw his admonition take effect. "
text_content,"“She gives him no heir,” Irulan said, her voice measuring out controlled calmness, “because I am secretly administering a contraceptive. Is that the sort of admission you wanted from me?” "
text_content,"“It’d not be a thing for the Emperor to discover,” Edric said, smiling. "
text_content,"“I have lies ready for him,” Irulan said. “He may have truthsense, but some lies are easier to believe than the truth.” "
text_content,"“You must make the choice, Princess,” Scytale said, “but understand what it is protects you.” "
text_content,"“Paul is fair with me,” she said. “I sit in his Council.” "
text_content,"“In the twelve years you’ve been his Princess Consort,” Edric asked, “has he shown you the slightest warmth?” "
text_content,Irulan shook her head. 
text_content,"“He deposed your father with his infamous Fremen horde, married you to fix his claim to the throne, yet he has never crowned you Empress,” Edric said. "
text_content,"“Edric tries to sway you with emotion, Princess,” Scytale said. “Is that not interesting?” "
text_content,"She glanced at the Face Dancer, saw the bold smile on his features, answered it with raised eyebrows. She was fully aware now, Scytale saw, that if she left this conference under Edric’s sway, part of their plot, these moments might be concealed from Paul’s oracular vision. If she withheld commitment, though … "
text_content,"“Does it seem to you, Princess,” Scytale asked, “that Edric holds undue sway in our conspiracy?” "
text_content,"“I’ve already agreed,” Edric said, “that I’ll defer to the best judgment offered in our councils.” "
text_content,“And who chooses the best judgment?” Scytale asked. 
text_content,“Do you wish the Princess to leave here without joining us?” Edric asked. 
text_content,"“He wishes her commitment to be a real one,” the Reverend Mother growled. “There should be no trickery between us.” "
text_content,"Irulan, Scytale saw, had relaxed into a thinking posture, hands concealed in the sleeves of her robe. She would be thinking now of the bait Edric had offered: ‘to found a royal dynasty!’ She would be wondering what scheme the conspirators had provided to protect themselves from her. She would be weighing many things. "
text_content,"“Scytale,” Irulan said presently, “it is said that you Tleilaxu have an odd system of honor: your victims must always have a means of escape.” "
text_content,"“If they can but find it,” Scytale agreed. "
text_content,“Am I a victim?” Irulan asked. 
text_content,A burst of laughter escaped Scytale. 
text_content,The Reverend Mother snorted. 
text_content,"“Princess,” Edric said, his voice softly persuasive, “you already are one of us, have no fear of that. Do you not spy upon the Imperial Household for your Bene Gesserit superiors?” "
text_content,"“Paul knows I report to my teachers,” she said. "
text_content,“But don’t you give them the material for strong propaganda against your Emperor?” Edric asked. 
text_content,"‘Not “our” Emperor’, Scytale noted. ‘“Your” Emperor. Irulan is too much the Bene Gesserit to miss that slip’. "
text_content,"“The question is one of powers and how they may be used,” Scytale said, moving closer to the Guildsman’s tank. “We of the Tleilaxu believe that in all the universe there is only the insatiable appetite of matter, that energy is the only true ‘solid’. And energy learns. Hear me well, Princess: energy learns. This, we call power.” "
text_content,"“You haven’t convinced me we can defeat the Emperor,” Irulan said. "
text_content,"“We haven’t even convinced ourselves,” Scytale said. "
text_content,"“Everywhere we turn,” Irulan said, “his power confronts us. He’s the Kwisatz Haderach, the one who can be many places at once. He’s the Mahdi whose merest whim is absolute command to his Qizarate missionaries. He’s the mentat whose computational mind surpasses the greatest ancient computers. He is Muad’Dib whose orders to the Fremen legions depopulate planets. He possesses oracular vision which sees into the future. He has that gene pattern which we Bene Gesserits covet for—” "
text_content,"“We know his attributes,” the Reverend Mother interrupted. “And we know the abomination, his sister Alia, possesses this gene pattern. But they’re also humans, both of them. Thus, they have weaknesses.” "
text_content,“And where are those human weaknesses?” the Face Dancer asked. “Shall we search for them in the religious arm of his Jihad? Can the Emperor’s Qizara be turned against him? What about the civil authority of the Great Houses? Can the Landsraad Congress do more than raise a verbal clamor?” 
text_content,"“I suggest the Combine Honnete Ober Advancer Mercantiles,” Edric said, turning in his tank. “CHOAM is business and business follows profits.” "
text_content,"“Or perhaps the Emperor’s mother,” Scytale said. “The Lady Jessica, I understand, remains on Caladan, but is in frequent communication with her son.” "
text_content,"“That traitorous bitch,” Mohiam said, voice level. “Would I might disown my own hands which trained her.” "
text_content,"“Our conspiracy requires a lever,” Scytale said. "
text_content,"“We are more than conspirators,” the Reverend Mother countered. "
text_content,"“Ah, yes,” Scytale agreed. “We are energetic and we learn quickly. This makes us the one true hope, the certain salvation of humankind.” He spoke in the speech mode for absolute conviction, which was perhaps the ultimate sneer coming as it did, from a Tleilaxu. "
text_content,"Only the Reverend Mother appeared to understand the subtlety. “Why?” she asked, directing the question at Scytale. "
text_content,"Before the Face Dancer could answer, Edric cleared his throat, said: “Let us not bandy philosophical nonsense. Every question can be boiled down to the one: ‘Why is there anything?’ Every religious, business and governmental question has the single derivative: ‘Who will exercise the power?’ Alliances, combines, complexes, they all chase mirages unless they go for the power. All else is nonsense, as most thinking beings come to realize.” "
text_content,"Scytale shrugged, a gesture designed solely for the Reverend Mother. Edric had answered her question for him. The pontificating fool was their major weakness. To make sure the Reverend Mother understood, Scytale said: “Listening carefully to the teacher, one acquires an education.” "
text_content,The Reverend Mother nodded slowly. 
text_content,"“Princess,” Edric said, “make your choice. You have been chosen as an instrument of destiny, the very finest ….” "
text_content,"“Save your praise for those who can be swayed by it,” Irulan said. “Earlier, you mentioned a ghost, a revenant with which we may contaminate the Emperor. Explain this.” "
text_content,“The Atreides will defeat himself!” Edric crowed. 
text_content,“Stop talking riddles!” Irulan snapped. “What is this ghost?” 
text_content,"“A very unusual ghost,” Edric said. “It has a body and a name. The body—that’s the flesh of a renowned swordmaster known as Duncan Idaho. The name ….” "
text_content,"“Idaho’s dead,” Irulan said. “Paul has mourned the loss often in my presence. He saw Idaho killed by my father’s Sardaukar.” "
text_content,"“Even in defeat,” Edric said, “your father’s Sardaukar did not abandon wisdom. Let us suppose a wise Sardaukar commander recognized the swordmaster in a corpse his men had slain. What then? There exist uses for such flesh and training … if one acts swiftly.” "
text_content,"“A Tleilaxu ghola,” Irulan whispered, looking sideways at Scytale. "
text_content,"Scytale, observing her attention exercised his Face-Dancer powers—shape flowing into shape, flesh moving and readjusting. Presently, a slender man stood before her. The face remained somewhat round, but darker and with slightly flattened features. High cheekbones formed shelves for eyes with definite epicanthic folds. The hair was black and unruly. "
text_content,"“A ghola of this appearance,” Edric said, pointing to Scytale. "
text_content,“Or merely another Face Dancer?” Irulan asked. 
text_content,"“No Face Dancer,” Edric said. “A Face Dancer risks exposure under prolonged surveillance. No; let us assume that our wise Sardaukar commander had Idaho’s corpse preserved for the axolotl tanks. Why not? This corpse held the flesh and nerves of one of the finest swordsmen in history, an adviser to the Atreides, a military genius. What a waste to lose all that training and ability when it might be revived as an instructor for the Sardaukar.” "
text_content,"“I heard not a whisper of this and I was one of my father’s confidantes,” Irulan said. "
text_content,"“Ahh, but your father was a defeated man and within a few hours you had been sold to the new Emperor,” Edric said. "
text_content,“Was it done?” she demanded. 
text_content,"With a maddening air of complacency, Edric said: “Let us presume that our wise Sardaukar commander, knowing the need for speed, immediately sent the preserved flesh of Idaho to the Bene Tleilax. Let us suppose further that the commander and his men died before conveying this information to your father—who couldn’t have made much use of it anyway. There would remain then a physical fact, a bit of flesh which had been sent off to the Tleilaxu. There was only one way for it to be sent, of course, on a heighliner. We of the Guild naturally know every cargo we transport. Learning of this one, would we not think it additional wisdom to purchase the ghola as a gift befitting an Emperor?” "
text_content,"“You’ve done it then,” Irulan said. "
text_content,"Scytale, who had resumed his roly-poly first appearance, said: “As our long-winded friend indicates, we’ve done it.” "
text_content,“How has Idaho been conditioned?” Irulan asked. 
text_content,"“Idaho?” Edric asked, looking at the Tleilaxu. “Do you know of an Idaho, Scytale?” "
text_content,"“We sold you a creature called Hayt,” Scytale said. "
text_content,"“Ah, yes—Hayt,” Edric said. “Why did you sell him to us?” "
text_content,"“Because we once bred a Kwisatz Haderach of our own,” Scytale said. "
text_content,"With a quick movement of her old head, the Reverend Mother looked up at him. “You didn’t tell us that!” she accused. "
text_content,"“You didn’t ask,” Scytale said. "
text_content,“How did you overcome your Kwisatz Haderach?” Irulan asked. 
text_content,"“A creature who has spent his life creating one particular representation of his selfdom will die rather than become the antithesis of that representation,” Scytale said. "
text_content,"“I do not understand,” Edric ventured. "
text_content,"“He killed himself,” the Reverend Mother growled. "
text_content,"“Follow me well, Reverend Mother,” Scytale warned, using a voice mode which said: You are not a sex object, have never been a sex object, cannot be a sex object. "
text_content,"The Tleilaxu waited for the blatant emphasis to sink in. She must not mistake his intent. Realization must pass through anger into awareness that the Tleilaxu certainly could not make such an accusation, knowing as he must the breeding requirements of the Sisterhood. His words, though, contained a gutter insult, completely out of character for a Tleilaxu. "
text_content,"Swiftly, using the mirabhasa placative mode, Edric tried to smooth over the moment. “Scytale, you told us you sold Hayt because you shared our desire on how to use him.” "
text_content,"“Edric, you will remain silent until I give you permission to speak,” Scytale said. And as the Guildsman started to protest, the Reverend Mother snapped: “Shut up, Edric!” "
text_content,The Guildsman drew back into his tank in flailing agitation. 
text_content,"“Our own transient emotions aren’t pertinent to a solution of the mutual problem,” Scytale said. “They cloud reasoning because the only relevant emotion is the basic fear which brought us to this meeting.” "
text_content,"“We understand,” Irulan said, glancing at the Reverend Mother. "
text_content,"“You must see the dangerous limitations of our shield,” Scytale said. “The oracle cannot chance upon what it cannot understand.” "
text_content,"“You are devious, Scytale,” Irulan said. "
text_content,"‘How devious she must not guess’, Scytale thought. ‘When this is done, we will possess a Kwisatz Haderach we can control. These others will possess nothing’. "
text_content,“What was the origin of your Kwisatz Haderach?” the Reverend Mother asked. 
text_content,"“We’ve dabbled in various pure essences,” Scytale said. “Pure good and pure evil. A pure villain who delights only in creating pain and terror can be quite educational.” "
text_content,"“The old Baron Harkonnen, our Emperor’s grandfather, was he a Tleilaxu creation?” Irulan asked. "
text_content,"“Not one of ours,” Scytale said. “But then nature often produces creations as deadly as ours. We merely produce them under conditions where we can study them.” "
text_content,“I will not be passed by and treated this way!” Edric protested. “Who is it hides this meeting from—” 
text_content,“You see?” Scytale asked. “Whose best judgment conceals us? What judgment?” 
text_content,"“I wish to discuss our mode of giving Hayt to the Emperor,” Edric insisted. “It’s my understanding that Hayt reflects the old morality that the Atreides learned on his birthworld. Hayt is supposed to make it easy for the Emperor to enlarge his moral nature, to delineate the positive-negative elements of life and religion.” "
text_content,"Scytale smiled, passing a benign gaze over his companions. They were as he’d been led to expect. The old Reverend Mother wielded her emotions like a scythe. Irulan had been well trained for a task at which she had failed, a flawed Bene Gesserit creation. Edric was no more (and no less) than the magician’s hand: he might conceal and distract. For now, Edric relapsed into sullen silence as the others ignored him. "
text_content,“Do I understand that this Hayt is intended to poison Paul’s psyche?” Irulan asked. 
text_content,"“More or less,” Scytale said. "
text_content,“And what of the Qizarate?” Irulan asked. 
text_content,"“It requires only the slightest shift in emphasis, a glissade of the emotions, to transform envy into enmity,” Scytale said. "
text_content,“And CHOAM?” Irulan asked. 
text_content,"“They will rally round profit,” Scytale said. "
text_content,“What of the other power groups?” 
text_content,"“One invokes the name of government,” Scytale said. “We will annex the less powerful in the name of morality and progress. Our opposition will die of its own entanglements.” "
text_content,"“Alia, too?” "
text_content,"“Hayt is a multi-purpose ghola,” Scytale said. “The Emperor’s sister is of an age when she can be distracted by a charming male designed for that purpose. She will be attracted by his maleness and by his abilities as a mentat.” "
text_content,Mohiam allowed her old eyes to go wide in surprise. “The ghola’s a mentat? That’s a dangerous move.” 
text_content,"“To be accurate,” Irulan said, “a mentat must have accurate data. What if Paul asks him to define the purpose behind our gift?” "
text_content,"“Hayt will tell the truth,” Scytale said. “It makes no difference.” "
text_content,"“So you leave an escape door open for Paul,” Irulan said. "
text_content,“A mentat!” Mohiam muttered. 
text_content,"Scytale glanced at the old Reverend Mother, seeing the ancient hates which colored her responses. From the days of the Butlerian Jihad when “thinking machines” had been wiped from most of the universe, computers had inspired distrust. Old emotions colored the human computer as well. "
text_content,"“I do not like the way you smile,” Mohiam said abruptly, speaking in the truth mode as she glared up at Scytale. "
text_content,"In the same mode, Scytale said: “And I think less of what pleases you. But we must work together. We all see that.” He glanced at the Guildsman. “Don’t we, Edric?” "
text_content,"“You teach painful lessons,” Edric said. “I presume you wished to make it plain that I must not assert myself against the combined judgments of my fellow conspirators.” "
text_content,"“You see, he can be taught,” Scytale said. "
text_content,"“I see other things as well,” Edric growled. “The Atreides holds a monopoly on the spice. Without it I cannot probe the future. The Bene Gesserit lose their truthsense. We have stockpiles, but these are finite. Melange is a powerful coin.” "
text_content,"“Our civilization has more than one coin,” Scytale said. “Thus, the law of supply and demand fails.” "
text_content,"“You think to steal the secret of it,” Mohiam wheezed. “And him with a planet guarded by his mad Fremen!” "
text_content,"“The Fremen are civil, educated and ignorant,” Scytale said. “They’re not mad. They’re trained to believe, not to know. Belief can be manipulated. Only knowledge is dangerous.” "
text_content,“But will I be left with something to father a royal dynasty?” Irulan asked. 
text_content,"They all heard the commitment in her voice, but only Edric smiled at it. "
text_content,"“Something,” Scytale said. “Something.” "
text_content,"“It means the end of this Atreides as a ruling force,” Edric said. "
text_content,"“I should imagine that others less gifted as oracles have made that prediction,” Scytale said. “For them, ‘mektub al mellah’, as the Fremen say.” "
text_content,"“The thing was written with salt,” Irulan translated. "
text_content,"As she spoke, Scytale recognized what the Bene Gesserit had arrayed here for him—a beautiful and intelligent female who could never be his. ‘Ah, well’, he thought, ‘perhaps I’ll copy her for another’. </html> ‘Every civilization must contend with an unconscious force which can block, betray or countermand almost any conscious intention of the collectivity’. <h5 class=""bodytext-center-1""><strong>—Tleilaxu Theorem (unproven)</strong></h5> "
text_content,"Paul sat on the edge of his bed and began stripping off his desert boots. They smelled rancid from the lubricant which eased the action of the heel-powered pumps that drove his stillsuit. It was late. He had prolonged his nighttime walk and caused worry for those who loved him. Admittedly, the walks were dangerous, but it was a kind of danger he could recognize and meet immediately. Something compelling and attractive surrounded walking anonymously at night in the streets of Arrakeen. "
text_content,"He tossed the boots into the corner beneath the room’s lone glowglobe, attacked the seal strips of his stillsuit. Gods below, how tired he was! The tiredness stopped at his muscles, though, and left his mind seething. Watching the mundane activities of everyday life filled him with profound envy. Most of that nameless flowing life outside the walls of his Keep couldn’t be shared by an Emperor—but … to walk down a public street without attracting attention: what a privilege! To pass by the clamoring of mendicant pilgrims, to hear a Fremen curse a shopkeeper: “You have damp hands!”…. "
text_content,"Paul smiled at the memory, slipped out of his stillsuit. "
text_content,"He stood naked and oddly attuned to his world. Dune was a world of paradox now—a world under siege, yet the center of power. To come under siege, he decided, was the inevitable fate of power. He stare down at the green carpeting, feeling its rough texture against his soles. "
text_content,The streets had been ankle deep in sand blown over the Shield Wall on the stratus wind. Foot traffic had churned it into choking dust which clogged stillsuit filters. He could smell the dust even now despite a blower cleaning at the portals of his Keep. It was an odor full of desert memories. 
text_content,‘Other days … other dangers’. 
text_content,"Compared to those other days, the peril in his lonely walks remained minor. But, putting on a stillsuit, he put on the desert. The suit with all its apparatus for reclaiming his body’s moisture guided his thoughts in subtle ways, fixed his movements in a desert pattern. He became wild Fremen. More than a disguise, the suit made of him a stranger to his city self. In the stillsuit, he abandoned security and put on the old skills of violence. Pilgrims and townfolk passed him then with eyes downcast. They left the wild ones strictly alone out of prudence. If the desert had a face for city folk, it was a Fremen face concealed by a stillsuit’s mouth-nose filters. "
text_content,"In truth, there existed now only the small danger that someone from the old ‘sietch’ days might mark him by his walk, by his odor or by his eyes. Even then, the chances of meeting an enemy remained small. "
text_content,"A swish of door hangings and a wash of light broke his reverie. Chani entered bearing his coffee service on a platinum tray. Two slaved glowglobes followed her, darting to their positions: one at the head of their bed, one hovering beside her to light her work. "
text_content,"Chani moved with an ageless air of fragile power—so self-contained, so vulnerable. Something about the way she bent over the coffee service reminded him then of their first days. Her features remained darkly elfin, seemingly unmarked by their years—unless one examined the outer corners of her whiteless eyes, noting the lines there: “sandtracks,” the Fremen of the desert called them. "
text_content,"Steam wafted from the pot as she lifted the lid by its Hagar emerald knob. He could tell the coffee wasn’t yet ready by the way she replaced the lid. The pot—fluting silver female shape, pregnant—had come to him as a ‘ghanima’, a spoil of battle won when he’d slain the former owner in single combat. Jamis, that’d been the man’s name … Jamis. What an odd immortality death had earned for Jamis. Knowing death to be inevitable, had Jamis carried that particular one in his mind? "
text_content,Chani put out cups: blue pottery squatting like attendants beneath the immense pot. There were three cups: one for each drinker and one for all the former owners. 
text_content,"“It’ll only be a moment,” she said. "
